target,series,experiment,checkpoint,epoch,step,mAP,Rank-1,Rank-5,Rank-10,status,source
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_094_step_52016,94,52016,22.6,49.3,61.3,66.7,passed,experiments/reid/ltcc/evaluation_results_swin_plain/summary.tsv
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_099_step_54742,99,54742,23.8,50.3,62.3,67.5,passed,experiments/reid/ltcc/evaluation_results_swin_plain/summary.tsv
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_104_step_57474,104,57474,21.8,46.9,60.4,66.3,passed,experiments/reid/ltcc/evaluation_results_swin_plain/summary.tsv
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_109_step_60191,109,60191,22.2,48.3,62.1,66.7,passed,experiments/reid/ltcc/evaluation_results_swin_plain/summary.tsv
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_114_step_62943,114,62943,22.1,47.1,59.2,63.5,passed,experiments/reid/ltcc/evaluation_results_swin_plain/summary.tsv
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_119_step_65692,119,65692,21.7,49.3,59.4,64.9,passed,experiments/reid/ltcc/evaluation_results_swin_plain/summary.tsv
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_124_step_68411,124,68411,22.5,51.1,61.5,66.1,passed,experiments/reid/ltcc/evaluation_results_swin_plain/summary.tsv
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_129_step_71138,129,71138,22.3,50.3,59.6,64.9,passed,experiments/reid/ltcc/evaluation_results_swin_plain/summary.tsv
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_134_step_73874,134,73874,22.6,49.1,61.3,65.9,passed,experiments/reid/ltcc/evaluation_results_swin_plain/summary.tsv
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_139_step_76613,139,76613,22.1,49.1,61.1,65.3,passed,experiments/reid/ltcc/evaluation_results_swin_plain/summary.tsv
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_144_step_79336,144,79336,22.0,48.9,61.3,63.9,passed,experiments/reid/ltcc/evaluation_results_swin_plain/summary.tsv
LTCC,ltcc_swin_plain,LTCC Swin plain,model_epoch_149_step_82067,149,82067,21.7,48.7,59.0,64.3,passed,experiments/reid/ltcc/evaluation_results_swin_plain/summary.tsv
LTCC,ltcc_swin_unfiltered_synthetic,LTCC + unfiltered synthetic Swin,model_epoch_000_step_00372,0,372,10.8,23.7,37.7,44.0,passed,experiments/reid/ltcc+syntetic/evaluation_results_swin_combined/summary.tsv
LTCC,ltcc_swin_unfiltered_synthetic,LTCC + unfiltered synthetic Swin,model_epoch_004_step_03806,4,3806,40.1,71.4,78.9,81.1,passed,experiments/reid/ltcc+syntetic/evaluation_results_swin_combined/summary.tsv
LTCC,ltcc_swin_unfiltered_synthetic,LTCC + unfiltered synthetic Swin,model_epoch_009_step_07623,9,7623,41.3,74.0,79.1,81.3,passed,experiments/reid/ltcc+syntetic/evaluation_results_swin_combined/summary.tsv
LTCC,ltcc_swin_unfiltered_synthetic,LTCC + unfiltered synthetic Swin,model_epoch_014_step_11343,14,11343,42.1,74.4,80.3,83.0,passed,experiments/reid/ltcc+syntetic/evaluation_results_swin_combined/summary.tsv
LTCC,ltcc_swin_unfiltered_synthetic,LTCC + unfiltered synthetic Swin,model_epoch_019_step_15053,19,15053,42.7,73.6,81.1,83.2,passed,experiments/reid/ltcc+syntetic/evaluation_results_swin_combined/summary.tsv
LTCC,ltcc_swin_unfiltered_synthetic,LTCC + unfiltered synthetic Swin,model_epoch_024_step_18820,24,18820,43.1,74.4,81.7,84.6,passed,experiments/reid/ltcc+syntetic/evaluation_results_swin_combined/summary.tsv
LTCC,ltcc_swin_unfiltered_synthetic,LTCC + unfiltered synthetic Swin,model_epoch_029_step_22557,29,22557,42.0,74.6,80.3,83.0,passed,experiments/reid/ltcc+syntetic/evaluation_results_swin_combined/summary.tsv
LTCC,ltcc_swin_unfiltered_synthetic,LTCC + unfiltered synthetic Swin,model_epoch_034_step_26336,34,26336,42.3,75.7,81.1,83.2,passed,experiments/reid/ltcc+syntetic/evaluation_results_swin_combined/summary.tsv
LTCC,ltcc_swin_unfiltered_synthetic,LTCC + unfiltered synthetic Swin,model_epoch_039_step_30103,39,30103,41.0,75.1,79.9,82.2,passed,experiments/reid/ltcc+syntetic/evaluation_results_swin_combined/summary.tsv
LTCC,ltcc_swin_unfiltered_synthetic,LTCC + unfiltered synthetic Swin,model_epoch_044_step_33848,44,33848,42.6,75.3,80.5,82.8,passed,experiments/reid/ltcc+syntetic/evaluation_results_swin_combined/summary.tsv
LTCC,ltcc_swin_unfiltered_synthetic,LTCC + unfiltered synthetic Swin,model_epoch_049_step_37558,49,37558,40.8,73.6,79.5,81.3,passed,experiments/reid/ltcc+syntetic/evaluation_results_swin_combined/summary.tsv
LTCC,ltcc_swin_unfiltered_synthetic,LTCC + unfiltered synthetic Swin,model_epoch_054_step_41297,54,41297,40.4,73.4,79.9,81.9,passed,experiments/reid/ltcc+syntetic/evaluation_results_swin_combined/summary.tsv
LTCC,ltcc_swin_unfiltered_synthetic,LTCC + unfiltered synthetic Swin,model_epoch_059_step_45062,59,45062,41.3,75.1,78.9,80.9,passed,experiments/reid/ltcc+syntetic/evaluation_results_swin_combined/summary.tsv
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_004_step_09879,4,9879,38.5,70.8,77.7,79.7,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_009_step_19730,9,19730,39.7,72.4,77.5,79.7,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_014_step_29612,14,29612,39.6,70.6,77.7,80.3,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_019_step_39478,19,39478,,,,,failed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_024_step_49336,24,49336,40.2,73.2,78.9,81.1,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_029_step_59207,29,59207,40.7,72.6,80.3,82.4,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_034_step_69098,34,69098,40.5,73.2,79.1,81.9,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_039_step_78942,39,78942,39.6,72.8,79.9,82.8,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_044_step_88790,44,88790,39.5,72.6,79.3,81.1,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_049_step_98636,49,98636,38.4,70.2,77.9,81.7,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_054_step_108508,54,108508,40.5,72.8,79.3,82.2,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_059_step_118324,59,118324,38.9,72.0,77.1,80.9,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_064_step_128213,64,128213,39.0,71.8,78.9,80.9,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_069_step_138039,69,138039,38.8,72.4,79.1,81.9,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_074_step_147920,74,147920,38.7,72.2,79.7,82.6,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_079_step_157768,79,157768,37.1,70.2,78.3,81.3,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_084_step_167599,84,167599,37.6,71.6,80.1,82.2,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_089_step_177469,89,177469,37.3,71.8,79.1,81.9,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_094_step_187354,94,187354,36.8,69.2,75.7,78.7,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_099_step_197194,99,197194,37.1,71.6,77.5,80.7,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_104_step_207090,104,207090,37.0,70.0,77.9,81.5,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_109_step_216983,109,216983,35.0,68.0,78.7,80.7,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_114_step_226838,114,226838,36.8,69.8,76.9,81.3,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_119_step_236720,119,236720,35.0,67.3,75.7,79.3,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_124_step_246598,124,246598,35.4,69.0,75.5,78.3,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_129_step_256450,129,256450,33.8,64.3,74.6,78.7,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_134_step_266302,134,266302,35.1,67.7,75.9,80.5,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_139_step_276159,139,276159,34.0,66.7,75.5,77.5,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_144_step_286037,144,286037,34.5,67.3,75.7,78.3,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_10,LTCC + 10% synthetic Swin,model_epoch_149_step_295897,149,295897,33.1,65.1,72.8,77.3,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_25,LTCC + 25% synthetic Swin,model_epoch_004_step_20234,4,20234,31.1,62.7,71.4,76.5,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_25,LTCC + 25% synthetic Swin,model_epoch_009_step_40440,9,40440,34.9,66.7,74.4,78.9,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_004_step_37518,4,37518,15.3,35.5,46.0,51.3,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_009_step_74889,9,74889,24.2,52.3,63.9,68.0,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_014_step_112349,14,112349,27.1,56.0,67.1,72.2,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_019_step_149773,19,149773,27.0,57.0,67.1,71.0,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_024_step_187175,24,187175,27.0,56.0,67.3,72.6,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_029_step_224523,29,224523,25.8,55.6,64.5,70.2,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_034_step_262083,34,262083,24.5,48.9,62.7,67.5,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_039_step_299555,39,299555,25.3,52.9,65.9,70.2,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_044_step_336978,44,336978,25.0,52.9,68.2,71.6,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_049_step_374323,49,374323,22.7,48.9,62.3,67.1,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_054_step_411865,54,411865,22.1,49.5,62.1,65.5,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_059_step_449245,59,449245,25.1,53.3,66.5,70.8,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_064_step_486751,64,486751,22.2,46.9,60.6,66.7,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_069_step_524265,69,524265,24.8,52.3,63.3,69.4,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_074_step_561684,74,561684,23.1,50.1,63.9,67.5,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_079_step_599146,79,599146,22.8,48.9,60.9,67.3,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_084_step_636649,84,636649,23.0,50.3,63.1,68.2,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_089_step_673942,89,673942,23.8,51.7,64.9,69.0,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_094_step_711395,94,711395,22.7,50.9,63.7,67.7,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,ltcc_syntetic_50,LTCC + 50% synthetic Swin,model_epoch_099_step_748797,99,748797,21.3,48.1,60.6,66.7,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
PRCC,prcc_filtered_syntetic_swin,PRCC + filtered synthetic Swin,model_epoch_009_step_05879,9,5879,68.3,93.0,97.2,98.6,passed,experiments/reid/prcc_syntetic_filtered_seq/evaluate/prcc_real_split/summary_reverse.tsv
PRCC,prcc_filtered_syntetic_swin,PRCC + filtered synthetic Swin,model_epoch_019_step_11750,19,11750,68.9,97.2,97.2,98.6,passed,experiments/reid/prcc_syntetic_filtered_seq/evaluate/prcc_real_split/summary_reverse.tsv
PRCC,prcc_filtered_syntetic_swin,PRCC + filtered synthetic Swin,model_epoch_029_step_17622,29,17622,69.5,95.8,97.2,98.6,passed,experiments/reid/prcc_syntetic_filtered_seq/evaluate/prcc_real_split/summary_reverse.tsv
PRCC,prcc_filtered_syntetic_swin,PRCC + filtered synthetic Swin,model_epoch_039_step_23497,39,23497,70.1,95.8,98.6,98.6,passed,experiments/reid/prcc_syntetic_filtered_seq/evaluate/prcc_real_split/summary_reverse.tsv
PRCC,prcc_filtered_syntetic_swin,PRCC + filtered synthetic Swin,model_epoch_049_step_29370,49,29370,70.8,97.2,97.2,98.6,passed,experiments/reid/prcc_syntetic_filtered_seq/evaluate/prcc_real_split/summary_reverse.tsv
PRCC,prcc_filtered_syntetic_swin,PRCC + filtered synthetic Swin,model_epoch_059_step_35244,59,35244,71.0,97.2,98.6,98.6,passed,experiments/reid/prcc_syntetic_filtered_seq/evaluate/prcc_real_split/summary_reverse.tsv
PRCC,prcc_filtered_syntetic_swin,PRCC + filtered synthetic Swin,model_epoch_069_step_41121,69,41121,71.5,97.2,98.6,98.6,passed,experiments/reid/prcc_syntetic_filtered_seq/evaluate/prcc_real_split/summary_reverse.tsv
PRCC,prcc_filtered_syntetic_swin,PRCC + filtered synthetic Swin,model_epoch_079_step_46998,79,46998,71.8,98.6,98.6,98.6,passed,experiments/reid/prcc_syntetic_filtered_seq/evaluate/prcc_real_split/summary_reverse.tsv
PRCC,prcc_filtered_syntetic_swin,PRCC + filtered synthetic Swin,model_epoch_089_step_52875,89,52875,71.8,98.6,98.6,98.6,passed,experiments/reid/prcc_syntetic_filtered_seq/evaluate/prcc_real_split/summary_reverse.tsv
PRCC,prcc_filtered_syntetic_swin,PRCC + filtered synthetic Swin,model_epoch_099_step_58750,99,58750,72.4,98.6,98.6,98.6,passed,experiments/reid/prcc_syntetic_filtered_seq/evaluate/prcc_real_split/summary_reverse.tsv
PRCC,prcc_filtered_syntetic_swin,PRCC + filtered synthetic Swin,model_epoch_109_step_64626,109,64626,72.4,98.6,98.6,98.6,passed,experiments/reid/prcc_syntetic_filtered_seq/evaluate/prcc_real_split/summary_reverse.tsv
PRCC,prcc_filtered_syntetic_swin,PRCC + filtered synthetic Swin,model_epoch_119_step_70499,119,70499,72.4,98.6,98.6,98.6,passed,experiments/reid/prcc_syntetic_filtered_seq/evaluate/prcc_real_split/summary_reverse.tsv
PRCC,prcc_plain_swin,PRCC plain Swin,model_epoch_009_step_04675,9,4675,69.0,97.2,97.2,98.6,passed,experiments/reid/prcc_syntetic_filtered_seq/evaluate/prcc_real_split/summary_reverse.tsv
PRCC,prcc_plain_swin,PRCC plain Swin,model_epoch_019_step_09349,19,9349,69.7,97.2,97.2,97.2,passed,experiments/reid/prcc_syntetic_filtered_seq/evaluate/prcc_real_split/summary_reverse.tsv
PRCC,prcc_plain_swin,PRCC plain Swin,model_epoch_029_step_14023,29,14023,70.1,97.2,97.2,97.2,passed,experiments/reid/prcc_syntetic_filtered_seq/evaluate/prcc_real_split/summary_reverse.tsv
PRCC,prcc_plain_swin,PRCC plain Swin,model_epoch_039_step_18698,39,18698,70.5,97.2,97.2,98.6,passed,experiments/reid/prcc_syntetic_filtered_seq/evaluate/prcc_real_split/summary_reverse.tsv
PRCC,prcc_plain_swin,PRCC plain Swin,model_epoch_049_step_23371,49,23371,71.0,97.2,98.6,98.6,passed,experiments/reid/prcc_syntetic_filtered_seq/evaluate/prcc_real_split/summary_reverse.tsv
PRCC,prcc_plain_swin,PRCC plain Swin,model_epoch_059_step_28045,59,28045,71.3,97.2,98.6,98.6,passed,experiments/reid/prcc_syntetic_filtered_seq/evaluate/prcc_real_split/summary_reverse.tsv
PRCC,prcc_plain_swin,PRCC plain Swin,model_epoch_069_step_32723,69,32723,71.6,98.6,98.6,98.6,passed,experiments/reid/prcc_syntetic_filtered_seq/evaluate/prcc_real_split/summary_reverse.tsv
PRCC,prcc_plain_swin,PRCC plain Swin,model_epoch_079_step_37401,79,37401,71.9,98.6,98.6,98.6,passed,experiments/reid/prcc_syntetic_filtered_seq/evaluate/prcc_real_split/summary_reverse.tsv
PRCC,prcc_plain_swin,PRCC plain Swin,model_epoch_089_step_42071,89,42071,71.8,97.2,98.6,98.6,passed,experiments/reid/prcc_syntetic_filtered_seq/evaluate/prcc_real_split/summary_reverse.tsv
PRCC,prcc_plain_swin,PRCC plain Swin,model_epoch_099_step_46746,99,46746,72.1,98.6,98.6,100.0,passed,experiments/reid/prcc_syntetic_filtered_seq/evaluate/prcc_real_split/summary_reverse.tsv
PRCC,prcc_plain_swin,PRCC plain Swin,model_epoch_109_step_51415,109,51415,71.8,98.6,98.6,100.0,passed,experiments/reid/prcc_syntetic_filtered_seq/evaluate/prcc_real_split/summary_reverse.tsv
PRCC,prcc_plain_swin,PRCC plain Swin,model_epoch_119_step_56093,119,56093,71.8,98.6,98.6,100.0,passed,experiments/reid/prcc_syntetic_filtered_seq/evaluate/prcc_real_split/summary_reverse.tsv
PRCC,prcc_pretrained_reference,PRCC pretrained reference,pretrained_reference,,,12.5,22.5,25.4,33.8,passed,experiments/reid/prcc/pretrained_results.txt
PRCC,prcc_resnet_0.0.1,PRCC ResNet 0.0.1,model_epoch_009_step_14179,9,14179,47.2,62.0,78.9,81.7,passed,experiments/reid/prcc/evaluation_results_0.0.1/evaluation_summary.json
PRCC,prcc_resnet_0.0.1,PRCC ResNet 0.0.1,model_epoch_019_step_28379,19,28379,55.7,77.5,81.7,85.9,passed,experiments/reid/prcc/evaluation_results_0.0.1/evaluation_summary.json
PRCC,prcc_resnet_0.0.1,PRCC ResNet 0.0.1,model_epoch_029_step_42546,29,42546,59.4,83.1,88.7,90.1,passed,experiments/reid/prcc/evaluation_results_0.0.1/evaluation_summary.json
PRCC,prcc_resnet_0.0.1,PRCC ResNet 0.0.1,model_epoch_039_step_56739,39,56739,61.199999999999996,81.7,90.1,94.4,passed,experiments/reid/prcc/evaluation_results_0.0.1/evaluation_summary.json
PRCC,prcc_resnet_0.0.1,PRCC ResNet 0.0.1,model_epoch_049_step_70907,49,70907,59.4,77.5,84.5,88.7,passed,experiments/reid/prcc/evaluation_results_0.0.1/evaluation_summary.json
PRCC,prcc_resnet_0.0.1,PRCC ResNet 0.0.1,model_epoch_059_step_85107,59,85107,61.7,77.5,90.1,91.5,passed,experiments/reid/prcc/evaluation_results_0.0.1/evaluation_summary.json
CCVID,pretrained_swin_ccvid_raw,Pretrained Swin on CCVID (raw),pretrained_swin_market1501_aicity156,,,,,,,failed,experiments/reid/pretrained_cross_dataset/evaluate/all_targets_raw/summary.tsv
Duke,pretrained_swin_duke_raw,Pretrained Swin on Duke (raw),pretrained_swin_market1501_aicity156,,,4.4,11.3,18.9,22.9,passed,experiments/reid/pretrained_cross_dataset/evaluate/all_targets_raw/summary.tsv
LTCC,pretrained_swin_ltcc_raw,Pretrained Swin on LTCC (raw),pretrained_swin_market1501_aicity156,,,5.4,19.7,34.7,43.4,passed,experiments/reid/pretrained_cross_dataset/evaluate/all_targets_raw/summary.tsv
LTCC,pretrained_swin_market1501_aicity156,Pretrained Swin marker,swin_base_market1501_aicity156_featuredim1024,,,7.5,23.1,35.7,42.6,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
PRCC,pretrained_swin_prcc_raw,Pretrained Swin on PRCC (raw),pretrained_swin_market1501_aicity156,,,18.7,29.6,39.4,39.4,passed,experiments/reid/pretrained_cross_dataset/evaluate/all_targets_raw/summary.tsv
Synthetic Market1501,pretrained_swin_synthetic_market1501_raw,Pretrained Swin on synthetic Market1501 (raw),pretrained_swin_market1501_aicity156,,,80.5,100.0,100.0,100.0,passed,experiments/reid/pretrained_cross_dataset/evaluate/all_targets_raw/summary.tsv
ULIRI,pretrained_swin_uliri_raw,Pretrained Swin on ULIRI (raw),pretrained_swin_market1501_aicity156,,,12.4,75.7,87.8,91.7,passed,experiments/reid/pretrained_cross_dataset/evaluate/all_targets_raw/summary.tsv
LTCC,syntetic_only_100,Synthetic-only Swin evaluated on LTCC,model_epoch_004_step_22005,4,22005,6.4,15.6,26.2,31.2,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,syntetic_only_100,Synthetic-only Swin evaluated on LTCC,model_epoch_009_step_44054,9,44054,4.7,11.6,21.9,28.4,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
LTCC,syntetic_only_100,Synthetic-only Swin evaluated on LTCC,model_epoch_014_step_66096,14,66096,4.1,10.8,21.7,26.8,passed,experiments/reid/ltcc_syntetic_sweep/evaluation_full_gpu1/summary.tsv
Duke,syntetic_only_filtered_100k_duke_raw,Synthetic-only filtered 100k on Duke (raw),model_epoch_009_step_18171,9,18171,25.7,36.8,53.0,60.1,passed,experiments/reid/syntetic_only_filtered_100k/evaluate/all_targets_raw/summary.tsv
Duke,syntetic_only_filtered_100k_duke_raw,Synthetic-only filtered 100k on Duke (raw),model_epoch_019_step_36353,19,36353,24.2,34.5,52.3,59.8,passed,experiments/reid/syntetic_only_filtered_100k/evaluate/all_targets_raw/summary.tsv
Duke,syntetic_only_filtered_100k_duke_raw,Synthetic-only filtered 100k on Duke (raw),model_epoch_029_step_54551,29,54551,23.6,34.3,52.1,59.5,passed,experiments/reid/syntetic_only_filtered_100k/evaluate/all_targets_raw/summary.tsv
Duke,syntetic_only_filtered_100k_duke_raw,Synthetic-only filtered 100k on Duke (raw),model_epoch_039_step_72675,39,72675,22.8,33.3,50.3,57.4,passed,experiments/reid/syntetic_only_filtered_100k/evaluate/all_targets_raw/summary.tsv
Duke,syntetic_only_filtered_100k_duke_raw,Synthetic-only filtered 100k on Duke (raw),model_epoch_049_step_90868,49,90868,22.1,31.9,49.3,56.3,passed,experiments/reid/syntetic_only_filtered_100k/evaluate/all_targets_raw/summary.tsv
Duke,syntetic_only_filtered_100k_duke_raw,Synthetic-only filtered 100k on Duke (raw),model_epoch_059_step_109028,59,109028,21.1,30.5,47.6,55.6,passed,experiments/reid/syntetic_only_filtered_100k/evaluate/all_targets_raw/summary.tsv
Duke,syntetic_only_filtered_100k_duke_raw,Synthetic-only filtered 100k on Duke (raw),model_epoch_069_step_127099,69,127099,20.9,30.2,46.9,55.1,passed,experiments/reid/syntetic_only_filtered_100k/evaluate/all_targets_raw/summary.tsv
Duke,syntetic_only_filtered_100k_duke_raw,Synthetic-only filtered 100k on Duke (raw),model_epoch_079_step_145286,79,145286,20.6,30.1,46.4,54.7,passed,experiments/reid/syntetic_only_filtered_100k/evaluate/all_targets_raw/summary.tsv
